5.718155,192.786432,0
5.456441,196.532056,0
6.190512,164.076618,0
5.975103,178.994915,0
5.272116,177.395947,0
6.173402,108.967568,0
6.088557,153.133899,0
5.342905,149.514935,0
5.621963,229.64242,0
5.785604,222.123457,0
5.804883,182.236649,0
6.069722,139.999571,0
6.069198,156.882094,0
5.642691,157.581829,0
6.024707,151.848612,0
5.575582,181.486182,0
5.525334,121.892623,0
5.951499,199.569028,0
5.503433,191.268486,0
6.235822,166.470012,0
5.744396,186.060335,0
5.753179,180.195095,0
5.811396,119.599677,0
5.753145,133.452631,0
5.754253,150.905139,0
5.790303,199.880412,0
5.855015,122.045428,0
6.122358,238.967058,0
5.891712,157.83903,0
5.351201,187.042276,0
5.838478,185.492614,0
6.080527,186.673919,0
5.430585,135.697349,0
5.758476,217.792742,0
6.054511,196.164084,0
5.84482,136.172822,0
5.708077,187.151469,0
5.760394,242.210216,0
5.836456,155.102107,0
5.333752,103.217686,0
6.527306,150.070252,0
5.994881,147.176685,0
6.037255,185.613607,0
5.686015,137.068521,0
5.203756,143.097582,0
5.096979,141.97863,0
5.985486,161.06667,0
6.055175,214.908111,0
6.15066,184.573538,0
6.080709,183.453863,0
6.119224,207.679641,0
6.047322,213.507473,0
5.794212,159.862808,0
6.052229,163.007354,0
5.903477,159.330053,0
6.401027,113.483984,0
6.528531,136.888994,0
6.562247,229.325521,0
6.096159,122.950999,0
5.614965,194.658639,0
4.876143,177.065025,0
6.158338,183.470922,0
5.611991,109.972106,0
6.062762,149.528888,0
5.240209,183.307597,0
5.866939,172.077463,0
5.710603,165.690957,0
5.51047,166.998412,0
5.35292,163.414319,0
5.771681,171.464089,0
5.717911,206.724213,0
5.286149,155.53705,0
6.785698,144.79319,0
5.856682,103.820729,0
5.625516,150.28477,0
6.120281,158.599344,0
5.70861,167.439412,0
5.682703,135.523319,0
5.317005,103.584063,0
5.896887,115.581109,0
5.82984,169.463173,0
5.956015,117.557292,0
5.85305,163.032038,0
5.679335,171.505303,0
6.058787,213.809057,0
5.869491,195.347149,0
5.668314,165.512205,0
5.713623,211.928227,0
6.436239,190.144252,0
6.053119,179.727281,0
5.529992,135.069082,0
5.880181,172.610013,0
5.313698,169.28166,0
5.495076,156.810617,0
5.814185,192.514545,0
5.480729,108.109245,0
5.9599,222.129485,0
5.998133,151.93309,0
6.255215,156.363161,0
6.267578,181.682998,0
5.690396,190.603333,0
5.958386,205.484309,0
5.497364,201.487426,0
6.157649,170.202595,0
5.610353,213.749381,0
5.84282,145.589639,0
5.526258,145.498474,0
6.155628,165.321391,0
6.072528,198.254539,0
5.916352,127.425993,0
5.66699,219.740387,0
6.362895,140.128302,0
6.410132,164.143004,0
5.786674,141.198073,0
5.104623,151.17527,0
5.099014,163.534046,0
5.421335,152.817956,0
5.773745,158.006772,0
6.115392,174.886726,0
5.298174,254.026906,0
5.854837,262.604398,0
6.283599,172.267557,0
6.369898,175.624701,0
6.36379,174.290793,0
5.922936,166.750483,0
5.176469,204.950978,0
5.434708,165.132469,0
6.508112,120.855362,0
6.070415,127.89544,0
6.317369,171.472216,0
6.153395,135.426964,0
5.977168,136.314922,0
6.402651,97.044467,0
6.039199,195.895061,0
5.497107,200.939709,0
5.90493,175.440887,0
5.614201,176.045545,0
5.705559,209.392007,0
6.123702,124.229593,0
5.526127,157.623485,0
5.325508,224.977922,0
5.838798,165.627009,0
5.447271,222.660667,0
5.494931,200.992962,0
6.323487,215.792935,0
5.901431,195.845243,0
6.358908,134.911159,0
5.439122,167.589808,0
5.872998,200.352231,0
5.570404,114.299866,0
5.618736,179.659883,0
5.62881,170.64033,0
6.123185,180.528389,0
5.377827,193.161748,0
6.309341,195.952995,0
5.291504,193.885891,0
5.96873,193.318706,0
5.856495,175.323111,0
5.738463,205.079746,0
5.565854,169.813019,0
6.010397,156.157472,0
5.212384,169.483984,0
5.226617,136.621884,0
5.83714,140.341574,0
5.536801,211.485822,0
5.553952,137.943649,0
5.250068,133.475693,0
6.085024,189.81695,0
6.18498,185.675207,0
5.391385,149.008394,0
6.296165,180.473251,0
6.18623,192.45206,0
5.664358,199.728331,0
6.041888,232.719434,0
5.45249,151.315203,0
5.819154,166.15525,0
5.962268,162.434734,0
5.682063,164.952242,0
5.595222,255.365051,0
5.514251,157.299537,0
5.646871,177.837561,0
5.576204,189.328285,0
5.751799,184.779819,0
6.075302,214.176683,0
5.866911,154.719101,0
5.443496,175.666087,0
6.09928,150.791477,0
6.122748,103.848864,0
6.392151,200.428167,0
5.843922,132.650874,0
5.922606,163.374962,0
6.646682,151.115793,0
5.665477,145.776674,0
5.732257,186.93287,0
5.990372,152.289053,0
5.380526,178.88941,0
5.963076,189.215109,0
5.796747,146.865171,0
5.634052,175.027737,0
6.051517,169.339126,0
6.034242,182.769349,0
5.877388,131.058314,0
5.540114,134.600649,0
5.91469,188.462328,0
5.303409,196.071529,0
5.613059,237.155533,0
6.045663,188.048567,0
6.095337,196.51405,0
5.288076,183.655473,0
5.897128,195.267727,0
5.924788,158.370325,0
5.950389,186.517557,0
5.932301,183.55888,0
5.973574,162.692178,0
6.018023,211.651695,0
5.274816,155.052916,0
6.016314,147.763897,0
5.866768,135.12814,0
6.103596,171.047973,0
5.929974,132.462879,0
6.356766,196.612575,0
5.52894,163.581233,0
5.479032,195.72646,0
5.950284,177.627873,0
5.906525,199.406577,0
6.204856,164.21314,0
6.064049,178.253667,0
5.352106,217.016572,0
5.344287,143.50049,0
5.734233,151.742957,0
6.169127,214.267802,0
6.469931,166.867215,0
5.975388,140.692384,0
5.90882,183.168591,0
